abuse;status;unemrate;age;educ;married;famsize;white;northeast;midwest;south;cigtax;employ
0;3;5,300000191;50;14;1;3;1;0;0;0;10;1
0;3;5,300000191;40;18;1;4;1;0;0;0;10;1
0;3;5,300000191;40;18;1;4;1;0;0;0;10;1
0;3;5,300000191;44;18;1;1;1;0;0;0;10;1
1;3;5,300000191;28;12;1;5;1;0;0;0;10;1
0;1;5,300000191;35;16;0;1;0;0;0;0;10;0
0;3;5,300000191;28;12;0;1;1;0;0;0;10;1
0;3;5,300000191;41;18;0;1;1;0;0;0;10;1
0;3;5,300000191;26;13;0;1;1;0;0;0;10;1
1;1;5,300000191;30;3;1;1;1;0;0;0;10;0
1;3;5,300000191;37;14;1;3;1;0;0;0;10;1
0;2;5,300000191;32;10;1;6;0;0;0;0;10;0
0;2;5,300000191;28;17;1;1;0;0;0;0;10;0
0;3;5,300000191;31;16;1;2;1;0;0;0;10;1
0;3;5,300000191;28;16;0;1;1;0;0;0;10;1
0;3;5,300000191;37;12;1;3;0;0;0;0;10;1
0;3;5,300000191;47;18;1;4;1;0;0;0;10;1
0;3;5,300000191;33;18;1;2;1;0;0;0;10;1
1;3;5,300000191;59;18;1;1;1;0;0;0;10;1
0;2;5,300000191;25;14;0;1;1;0;0;0;10;0
0;3;5,300000191;43;13;1;3;0;0;0;0;10;1
0;3;5,300000191;34;16;0;1;1;0;0;0;10;1
0;3;5,300000191;32;13;1;2;1;0;0;0;10;1
0;3;5,300000191;38;17;0;1;1;0;0;0;10;1
0;3;5,300000191;35;18;0;1;1;0;0;0;10;1
0;3;5,300000191;42;14;1;4;1;0;0;0;10;1
0;3;5,300000191;36;15;0;1;1;0;0;0;10;1
0;3;5,300000191;40;18;1;4;0;0;1;0;10,5;1
0;3;5,300000191;33;18;1;3;1;0;1;0;10,5;1
0;3;5,300000191;36;16;1;4;1;0;1;0;10,5;1
0;3;5,300000191;26;9;1;4;1;0;1;0;10,5;1
1;1;5,300000191;41;12;1;1;1;0;1;0;10,5;0
0;3;5,300000191;36;12;1;4;1;0;1;0;10,5;1
0;3;5,300000191;56;12;1;2;1;0;1;0;10,5;1
0;3;5,300000191;57;12;1;2;1;0;1;0;10,5;1
0;3;5,300000191;42;12;1;4;1;0;1;0;10,5;1
1;3;5,300000191;56;12;1;3;1;0;1;0;10,5;1
1;3;4,199999809;44;12;1;1;1;1;0;0;21;1
0;3;4,199999809;36;12;1;5;1;1;0;0;21;1
0;3;4,199999809;59;14;1;3;1;1;0;0;21;1
0;3;4,199999809;42;11;1;5;1;1;0;0;21;1
0;3;4,199999809;25;12;0;4;1;1;0;0;21;1
0;3;4,199999809;30;18;1;8;0;1;0;0;21;1
0;3;4,199999809;33;12;1;3;1;1;0;0;21;1
0;3;4,199999809;47;18;1;3;1;1;0;0;21;1
0;3;4,199999809;34;18;1;1;1;1;0;0;21;1
0;3;4,199999809;32;18;0;1;1;1;0;0;21;1
0;3;4,199999809;32;16;1;2;1;1;0;0;21;1
0;3;4,199999809;51;18;1;3;1;1;0;0;21;1
0;3;4,199999809;31;14;1;4;1;1;0;0;21;1
0;3;4,199999809;53;18;1;4;1;1;0;0;21;1
0;3;4,199999809;41;12;1;3;1;1;0;0;21;1
0;3;4,199999809;32;14;1;3;1;1;0;0;21;1
0;3;4,199999809;28;17;0;1;1;1;0;0;21;1
0;3;4,199999809;28;18;0;1;1;1;0;0;21;1
0;3;4,199999809;39;13;1;1;1;1;0;0;21;1
0;3;4,199999809;39;12;1;3;1;1;0;0;21;1
0;3;4,199999809;25;16;1;2;1;1;0;0;21;1
0;3;4,199999809;46;18;1;5;1;1;0;0;21;1
0;3;4,199999809;29;12;0;1;1;1;0;0;21;1
0;1;4,199999809;58;12;1;5;1;1;0;0;21;0
0;3;6;42;16;1;2;1;0;1;0;14;1
1;3;6;39;15;1;4;1;0;1;0;14;1
0;1;7,199999809;48;10;0;3;0;0;0;1;16,5;0
1;3;7,199999809;51;12;1;3;1;0;0;1;16,5;1
0;3;4,199999809;38;12;1;4;1;1;0;0;21;1
0;3;4,199999809;55;12;1;2;1;1;0;0;21;1
0;3;4,199999809;43;12;1;2;1;1;0;0;21;1
0;3;4,199999809;40;12;1;5;1;1;0;0;21;1
0;2;6;46;12;1;3;1;0;1;0;14;0
0;3;6;57;12;1;2;1;0;1;0;14;1
1;3;6;49;12;1;3;1;0;1;0;14;1
0;3;6;57;12;1;2;1;0;1;0;14;1
0;3;6;35;15;1;4;1;0;1;0;14;1
0;3;6;36;17;1;2;1;0;1;0;14;1
0;1;6;31;12;1;4;0;0;1;0;14;0
0;3;6;27;12;0;3;0;0;1;0;14;1
0;2;6;32;12;1;3;1;0;1;0;14;0
0;3;6;37;12;1;4;1;0;1;0;14;1
0;3;6;57;11;1;3;1;0;1;0;14;1
0;3;3,799999952;37;12;1;4;1;1;0;0;25;1
0;3;3,799999952;29;12;0;1;1;1;0;0;25;1
0;3;3,799999952;41;14;1;1;1;1;0;0;25;1
0;3;7,900000095;51;14;1;1;1;0;0;1;3;1
0;2;7,900000095;30;8;0;1;1;0;0;1;3;0
0;3;7,900000095;43;8;1;4;1;0;0;1;3;1
0;1;7,900000095;52;6;1;3;1;0;0;1;3;0
0;3;7,900000095;57;12;1;3;1;0;0;1;3;1
0;3;7,900000095;40;16;0;1;1;0;0;1;3;1
0;3;7,900000095;33;12;1;4;1;0;0;1;3;1
0;3;7,900000095;28;16;1;3;1;0;0;1;3;1
0;3;7,900000095;35;12;1;4;1;0;0;1;3;1
0;3;7,900000095;30;15;1;4;0;0;0;1;3;1
0;3;4,900000095;54;16;1;2;1;0;0;0;23;1
0;3;4,900000095;39;14;1;10;1;0;0;0;23;1
0;3;4,900000095;29;16;1;4;1;0;0;0;23;1
0;3;4,900000095;53;18;1;2;1;0;0;0;23;1
0;3;4,900000095;25;12;1;1;1;0;0;0;23;1
0;3;4,900000095;57;18;1;2;1;0;0;0;23;1
0;3;4,900000095;28;12;1;5;1;0;0;0;23;1
0;3;4,900000095;52;12;1;2;1;0;0;0;23;1
0;3;4,900000095;26;12;1;1;1;0;0;0;23;1
0;3;4,900000095;38;12;1;6;1;0;0;0;23;1
0;3;4,900000095;38;12;1;1;1;0;0;0;23;1
0;3;4,900000095;31;12;1;9;1;0;0;0;23;1
0;3;4,900000095;27;14;1;5;1;0;0;0;23;1
0;3;4,900000095;31;13;1;6;1;0;0;0;23;1
0;3;4,900000095;35;16;1;6;1;0;0;0;23;1
0;3;4,900000095;31;14;1;2;1;0;0;0;23;1
0;3;4,199999809;57;12;1;2;1;1;0;0;21;1
0;3;4,199999809;26;12;0;1;1;1;0;0;21;1
0;3;4,199999809;26;13;0;5;1;1;0;0;21;1
0;3;4,199999809;56;14;1;2;1;1;0;0;21;1
0;3;7,699999809;35;15;1;5;1;0;0;1;21;1
0;3;7,699999809;30;16;1;1;1;0;0;1;21;1
0;3;7,699999809;39;14;1;3;0;0;0;1;21;1
0;3;7,699999809;31;12;1;4;1;0;0;1;21;1
0;3;7,699999809;26;13;1;1;1;0;0;1;21;1
0;3;4;41;12;1;3;1;0;1;0;38;1
0;2;4;29;12;1;4;1;0;1;0;38;0
0;3;4;25;16;1;3;1;0;1;0;38;1
0;3;4;50;14;1;2;1;0;1;0;38;1
0;3;4;53;12;1;3;1;0;1;0;38;1
0;3;4;41;14;1;4;1;0;1;0;38;1
0;3;4;52;18;1;3;1;0;1;0;38;1
0;3;4;50;16;1;3;1;0;1;0;38;1
0;3;4;53;12;1;4;1;0;1;0;38;1
0;3;3,900000095;28;8;0;5;0;0;0;1;2,5;1
0;3;3,900000095;55;6;1;4;0;0;0;1;2,5;1
0;3;3,900000095;34;12;1;1;1;0;0;1;2,5;1
0;3;3,900000095;36;12;1;5;1;0;0;1;2,5;1
0;3;3,900000095;46;12;1;1;1;0;0;1;2,5;1
0;3;3,900000095;41;12;0;1;1;0;0;1;2,5;1
0;3;3,900000095;45;6;0;1;1;0;0;1;2,5;1
0;3;7,300000191;38;18;1;4;1;0;0;1;20,5;1
0;3;7,300000191;33;17;1;4;1;0;0;1;20,5;1
0;2;7,300000191;28;11;0;1;0;0;0;1;20,5;0
1;3;7,300000191;27;14;0;1;1;0;0;1;20,5;1
0;3;7,300000191;33;12;1;5;0;0;0;1;20,5;1
0;3;7,300000191;30;16;1;4;0;0;0;1;20,5;1
0;3;7,300000191;29;12;0;1;1;0;0;1;20,5;1
0;3;7,300000191;32;16;1;3;1;0;0;1;20,5;1
0;3;7,300000191;35;17;0;1;1;0;0;1;20,5;1
0;3;7,300000191;33;10;1;5;0;0;0;1;20,5;1
0;3;7,300000191;27;8;1;3;1;0;0;1;20,5;1
0;3;7,300000191;36;16;1;2;0;0;0;1;20,5;1
1;3;7,300000191;43;12;1;1;0;0;0;1;20,5;1
0;3;7,300000191;25;12;1;4;0;0;0;1;20,5;1
0;3;7,300000191;28;10;1;4;1;0;0;1;20,5;1
0;3;7,300000191;52;16;1;1;1;0;0;1;20,5;1
0;3;7,300000191;39;16;1;1;1;0;0;1;20,5;1
0;3;7,300000191;31;16;0;1;0;0;0;1;20,5;1
0;3;7,300000191;37;18;1;2;1;0;0;1;20,5;1
0;3;7,300000191;41;13;1;1;1;0;0;1;20,5;1
0;3;7,300000191;51;14;1;2;0;0;0;1;20,5;1
0;3;7,300000191;26;9;1;3;1;0;0;1;20,5;1
0;3;7,300000191;25;7;1;5;0;0;0;1;20,5;1
0;3;7,300000191;55;12;1;2;0;0;0;1;20,5;1
0;3;7,300000191;39;16;1;3;0;0;0;1;20,5;1
0;3;7,300000191;25;14;1;2;1;0;0;1;20,5;1
0;3;7,300000191;28;17;1;1;1;0;0;1;20,5;1
0;3;6,199999809;25;12;1;3;0;0;0;0;31;1
0;3;6,199999809;30;11;0;3;1;0;0;0;31;1
0;1;6,199999809;55;12;1;2;1;0;0;0;31;0
0;3;6,199999809;44;16;1;4;1;0;0;0;31;1
1;1;6,199999809;34;12;0;3;1;0;0;0;31;0
0;3;6,199999809;33;10;1;4;1;0;0;0;31;1
0;3;6,199999809;33;18;1;2;1;0;0;0;31;1
0;3;6,199999809;39;16;1;5;1;0;0;0;31;1
0;3;6,199999809;29;12;0;1;1;0;0;0;31;1
0;3;6,199999809;26;16;1;2;1;0;0;0;31;1
0;3;6,199999809;27;12;0;1;1;0;0;0;31;1
0;3;6,199999809;47;9;1;6;1;0;0;0;31;1
1;3;6,199999809;45;14;1;2;1;0;0;0;31;1
0;3;6,199999809;51;15;0;1;1;0;0;0;31;1
0;3;6,199999809;58;18;1;1;1;0;0;0;31;1
0;3;6,199999809;53;5;1;2;1;0;0;0;31;1
0;2;6,199999809;34;12;1;5;1;0;0;0;31;0
0;3;6,199999809;26;13;1;2;1;0;0;0;31;1
0;3;6,199999809;37;14;1;3;1;0;0;0;31;1
0;3;6,199999809;46;11;1;3;1;0;0;0;31;1
0;3;6,199999809;44;13;1;4;1;0;0;0;31;1
0;3;6,199999809;52;12;0;1;1;0;0;0;31;1
0;3;6,199999809;58;12;1;2;1;0;0;0;31;1
0;3;3;45;16;1;2;1;1;0;0;26;1
1;3;3;25;12;1;2;1;1;0;0;26;1
0;3;3;38;18;1;2;1;1;0;0;26;1
1;3;3;41;18;1;1;1;1;0;0;26;1
0;3;3;25;13;0;1;1;1;0;0;26;1
1;3;3;26;16;0;1;1;1;0;0;26;1
0;3;3;41;17;1;4;1;1;0;0;26;1
0;3;3;34;13;1;4;1;1;0;0;26;1
1;3;3;34;17;0;1;1;1;0;0;26;1
0;3;3;35;18;1;4;1;1;0;0;26;1
1;3;3;28;13;0;1;1;1;0;0;26;1
0;3;3;39;18;1;1;1;1;0;0;26;1
0;3;3;37;12;0;2;1;1;0;0;26;1
0;3;3,599999905;28;17;0;1;1;0;0;1;2;1
0;3;3,599999905;42;15;1;3;1;0;0;1;2;1
0;3;3,599999905;47;6;1;1;0;0;0;1;2;1
0;3;3,599999905;30;12;0;3;1;0;0;1;2;1
0;3;3,599999905;56;12;1;2;1;0;0;1;2;1
0;3;3,599999905;56;12;1;2;1;0;0;1;2;1
0;3;3,599999905;37;16;1;4;0;0;0;1;2;1
0;3;3,599999905;25;14;1;3;1;0;0;1;2;1
0;3;7,599999905;27;12;0;1;1;0;1;0;21;1
0;3;7,599999905;41;18;1;6;1;0;1;0;21;1
0;3;7,599999905;36;16;1;3;1;0;1;0;21;1
0;3;7,599999905;29;13;1;4;1;0;1;0;21;1
0;3;7,599999905;33;12;1;4;0;0;1;0;21;1
0;3;7,599999905;26;16;1;2;1;0;1;0;21;1
0;3;7,599999905;34;12;1;4;1;0;1;0;21;1
0;3;7,599999905;34;16;1;2;1;0;1;0;21;1
0;3;7,599999905;36;12;1;1;1;0;1;0;21;1
0;3;7,599999905;47;6;1;4;1;0;1;0;21;1
0;3;7,599999905;36;12;1;4;1;0;1;0;21;1
0;3;7,599999905;53;12;1;1;1;0;1;0;21;1
0;3;7,599999905;40;12;1;3;1;0;1;0;21;1
0;3;7,599999905;38;12;1;5;0;0;1;0;21;1
0;3;7,300000191;32;18;1;2;1;0;0;1;20,5;1
0;3;7,300000191;32;15;0;1;1;0;0;1;20,5;1
0;3;7,300000191;40;12;1;4;1;0;0;1;20,5;1
0;3;7,300000191;36;12;1;4;1;0;0;1;20,5;1
0;3;7,300000191;29;12;1;5;0;0;0;1;20,5;1
0;3;7,300000191;28;14;1;2;1;0;0;1;20,5;1
0;3;7,300000191;28;12;1;2;1;0;0;1;20,5;1
0;3;7,300000191;38;16;1;4;1;0;0;1;20,5;1
0;3;7,300000191;29;16;1;3;0;0;0;1;20,5;1
0;3;7,300000191;29;16;0;1;0;0;0;1;20,5;1
1;3;4,199999809;53;16;1;3;1;1;0;0;21;1
0;3;4,199999809;41;18;1;4;1;1;0;0;21;1
0;3;4,199999809;41;18;1;1;1;1;0;0;21;1
0;3;4,199999809;30;12;1;3;1;1;0;0;21;1
0;3;4,199999809;29;14;1;2;1;1;0;0;21;1
0;3;4,199999809;33;12;0;1;1;1;0;0;21;1
0;3;4,199999809;44;18;1;6;1;1;0;0;21;1
0;3;4,199999809;31;14;0;2;0;1;0;0;21;1
0;1;7,199999809;56;12;1;2;1;0;0;1;16,5;0
0;3;7,199999809;38;8;1;5;1;0;0;1;16,5;1
0;3;7,199999809;31;13;1;3;1;0;0;1;16,5;1
0;3;7,199999809;54;12;1;2;1;0;0;1;16,5;1
0;1;7,199999809;54;12;1;2;1;0;0;1;16,5;0
0;3;7,199999809;59;6;1;2;1;0;0;1;16,5;1
0;3;7,199999809;27;16;0;1;1;0;0;1;16,5;1
0;3;7,199999809;36;14;1;2;0;0;0;1;16,5;1
0;1;7,199999809;48;3;0;5;0;0;0;1;16,5;0
0;3;7,199999809;32;17;0;1;0;0;0;1;16,5;1
0;3;6,699999809;43;12;1;1;1;0;0;1;23;1
0;1;6,699999809;57;16;1;3;1;0;0;1;23;0
0;3;6,699999809;26;12;1;3;1;0;0;1;23;1
0;2;6,699999809;25;10;0;4;1;0;0;1;23;0
0;3;6,699999809;42;14;1;3;1;0;0;1;23;1
0;3;6,699999809;45;12;1;3;1;0;0;1;23;1
1;3;7,699999809;38;12;1;2;1;0;0;1;21;1
0;3;7,699999809;33;12;1;3;1;0;0;1;21;1
0;3;7,699999809;41;13;1;5;1;0;0;1;21;1
0;3;7,699999809;46;10;0;1;1;0;0;1;21;1
0;3;7,699999809;25;13;0;1;1;0;0;1;21;1
0;3;7,699999809;37;14;1;4;0;0;0;1;21;1
0;3;4;39;18;1;4;1;0;1;0;38;1
0;3;4;25;12;1;3;1;0;1;0;38;1
0;3;4;30;14;1;3;1;0;1;0;38;1
0;3;4;35;14;1;3;1;0;1;0;38;1
1;3;4;35;12;1;5;1;0;1;0;38;1
0;3;4;27;14;0;3;1;0;1;0;38;1
0;3;4;32;12;1;4;1;0;1;0;38;1
0;3;6,800000191;41;12;1;4;1;0;1;0;20;1
0;3;6,800000191;53;9;1;1;0;0;1;0;20;1
0;3;6,800000191;59;12;1;2;1;0;1;0;20;1
0;3;6,800000191;26;13;1;1;1;0;1;0;20;1
0;1;6,800000191;59;7;1;2;1;0;1;0;20;0
1;3;6,800000191;25;12;1;2;1;0;1;0;20;1
0;3;6;31;17;1;2;1;0;1;0;14;1
0;3;6;43;12;1;5;1;0;1;0;14;1
0;3;6;39;12;1;3;1;0;1;0;14;1
0;1;6;53;12;1;2;1;0;1;0;14;0
0;3;3,299999952;36;12;1;3;1;1;0;0;26;1
0;3;3,299999952;32;16;1;7;1;1;0;0;26;1
0;3;5,699999809;47;12;1;2;0;0;1;0;13;1
0;3;5,699999809;47;14;1;2;0;0;1;0;13;1
1;3;5,699999809;29;16;0;1;1;0;1;0;13;1
0;3;5,699999809;28;9;1;1;1;0;1;0;13;1
0;3;5,699999809;33;18;0;1;1;0;1;0;13;1
0;3;5,699999809;32;13;0;1;1;0;1;0;13;1
0;3;5,699999809;42;18;1;1;1;0;1;0;13;1
0;3;5,699999809;37;18;1;1;1;0;1;0;13;1
0;3;5,699999809;34;16;1;2;1;0;1;0;13;1
0;3;5,699999809;28;14;1;3;1;0;1;0;13;1
0;3;5,699999809;29;16;1;2;1;0;1;0;13;1
0;3;5,699999809;27;13;1;5;1;0;1;0;13;1
0;3;5,699999809;44;12;1;3;1;0;1;0;13;1
1;3;5,699999809;25;14;0;1;1;0;1;0;13;1
0;3;5,699999809;46;14;1;4;1;0;1;0;13;1
0;3;5,699999809;41;17;1;4;1;0;1;0;13;1
0;3;5,699999809;43;12;1;4;1;0;1;0;13;1
0;3;5,699999809;57;17;0;1;1;0;1;0;13;1
1;3;5,699999809;42;12;1;3;1;0;1;0;13;1
0;3;5,699999809;38;14;1;4;1;0;1;0;13;1
0;3;5,699999809;36;12;1;4;1;0;1;0;13;1
0;3;5,699999809;58;18;1;1;1;0;1;0;13;1
0;3;5,699999809;52;8;1;4;1;0;1;0;13;1
0;3;5,699999809;25;12;1;3;1;0;1;0;13;1
1;3;3,599999905;37;10;0;2;0;0;0;1;2;1
0;3;3,599999905;25;12;1;3;1;0;0;1;2;1
0;3;3,599999905;25;12;0;1;1;0;0;1;2;1
0;3;3,599999905;46;16;1;2;1;0;0;1;2;1
0;3;3,599999905;29;14;1;1;1;0;0;1;2;1
0;3;3,599999905;59;14;1;2;1;0;0;1;2;1
0;3;3,599999905;58;14;1;2;1;0;0;1;2;1
0;1;3,599999905;48;0;0;2;1;0;0;1;2;0
0;3;3,599999905;35;14;1;4;1;0;0;1;2;1
0;3;5;47;13;1;2;1;0;0;1;24;1
0;3;5;56;9;1;2;1;0;0;1;24;1
0;3;5;27;12;1;2;1;0;0;1;24;1
1;3;5;30;12;1;4;1;0;0;1;24;1
0;3;5;56;13;1;3;1;0;0;1;24;1
0;1;5;39;12;1;2;1;0;0;1;24;0
0;3;5;32;12;1;2;1;0;0;1;24;1
1;3;5;27;12;0;1;1;0;0;1;24;1
0;3;5;26;14;0;1;1;0;0;1;24;1
0;3;3;32;16;1;1;1;1;0;0;26;1
1;3;3,299999952;57;10;1;4;1;1;0;0;26;1
0;3;3,299999952;35;16;1;2;1;1;0;0;26;1
0;3;3,299999952;55;16;1;4;1;1;0;0;26;1
0;3;3,299999952;44;12;1;2;1;1;0;0;26;1
0;3;7,599999905;50;18;1;2;1;0;1;0;21;1
0;3;7,599999905;27;12;0;1;1;0;1;0;21;1
0;3;7,599999905;40;18;1;2;1;0;1;0;21;1
0;3;7,599999905;38;12;1;4;1;0;1;0;21;1
0;3;7,599999905;34;16;1;2;1;0;1;0;21;1
0;3;7,599999905;38;16;1;7;1;0;1;0;21;1
0;1;7,599999905;25;11;1;2;1;0;1;0;21;0
0;3;7,599999905;26;17;0;1;1;0;1;0;21;1
0;3;5,300000191;32;12;1;6;1;0;0;0;10;1
0;3;5,300000191;46;11;1;4;0;0;0;0;10;1
0;3;5,300000191;31;11;1;3;1;0;0;0;10;1
1;3;5,300000191;34;11;1;4;1;0;0;0;10;1
0;3;5,300000191;47;11;1;2;1;0;0;0;10;1
0;3;5,300000191;39;16;1;8;1;0;0;0;10;1
0;2;5,300000191;27;17;0;1;1;0;0;0;10;0
0;3;5,099999905;39;12;1;6;1;1;0;0;18;1
0;3;5,099999905;40;13;1;1;1;1;0;0;18;1
0;3;5,099999905;59;12;1;3;1;1;0;0;18;1
0;2;5,099999905;35;12;1;3;1;1;0;0;18;0
0;3;5,099999905;27;12;1;3;1;1;0;0;18;1
0;2;5,099999905;59;17;0;1;1;1;0;0;18;0
0;3;5,099999905;25;16;1;2;1;1;0;0;18;1
1;3;5,099999905;33;12;0;6;1;1;0;0;18;1
0;3;5,099999905;30;16;1;3;1;1;0;0;18;1
0;3;5,099999905;54;8;1;2;1;1;0;0;18;1
1;3;5,099999905;53;12;1;3;1;1;0;0;18;1
0;3;4,199999809;57;18;1;3;0;1;0;0;21;1
0;3;4,199999809;34;13;1;3;1;1;0;0;21;1
0;3;4,199999809;29;12;0;2;1;1;0;0;21;1
0;3;4,199999809;37;12;1;4;1;1;0;0;21;1
0;3;4,199999809;47;12;1;2;1;1;0;0;21;1
0;1;4,199999809;58;12;1;2;1;1;0;0;21;0
0;3;4,199999809;41;12;1;5;1;1;0;0;21;1
1;3;4,199999809;48;16;1;1;1;1;0;0;21;1
0;3;4,199999809;33;13;1;4;1;1;0;0;21;1
0;3;4,199999809;37;14;1;5;1;1;0;0;21;1
0;1;5,300000191;52;13;1;1;0;0;0;0;10;0
0;3;5,300000191;30;13;0;1;0;0;0;0;10;1
1;1;5,300000191;48;12;0;2;0;0;0;0;10;0
0;3;5,300000191;41;16;1;3;1;0;0;0;10;1
0;3;5,300000191;41;13;1;4;1;0;0;0;10;1
0;3;5,300000191;53;15;1;3;1;0;0;0;10;1
0;3;5,300000191;49;17;1;2;1;0;0;0;10;1
0;3;5,300000191;36;12;0;1;1;0;0;0;10;1
0;3;5,300000191;41;14;1;1;1;0;0;0;10;1
0;3;5,300000191;39;18;1;3;1;0;0;0;10;1
0;3;5,300000191;44;14;0;2;1;0;0;0;10;1
0;3;5,300000191;48;12;1;5;1;0;0;0;10;1
0;1;5,300000191;38;12;1;2;0;0;0;0;10;0
0;3;5,300000191;37;16;0;1;1;0;0;0;10;1
0;2;5,300000191;53;16;0;1;1;0;0;0;10;0
0;3;5,300000191;29;12;0;1;0;0;0;0;10;1
0;3;5,300000191;31;18;1;4;1;0;0;0;10;1
0;3;5,300000191;28;16;0;1;1;0;0;0;10;1
0;3;5,300000191;26;16;0;1;1;0;0;0;10;1
0;3;5,300000191;26;16;1;1;1;0;0;0;10;1
0;3;5,300000191;39;16;0;1;1;0;0;0;10;1
0;3;5,300000191;28;16;0;1;1;0;0;0;10;1
0;3;5,300000191;34;2;1;6;1;0;0;0;10;1
0;3;5,300000191;47;8;1;2;1;0;0;0;10;1
0;1;5,300000191;25;6;0;4;1;0;0;0;10;0
0;3;5,300000191;53;12;1;1;0;0;0;0;10;1
0;3;5,300000191;30;6;1;1;1;0;0;0;10;1
0;3;5,300000191;42;12;0;1;1;0;0;0;10;1
0;3;5,300000191;45;18;1;3;1;0;0;0;10;1
0;3;5,300000191;28;16;1;2;1;0;0;0;10;1
0;3;5,300000191;25;17;0;1;1;0;0;0;10;1
0;3;6,699999809;44;14;1;1;1;0;0;1;23;1
0;3;6,699999809;29;18;0;1;1;0;0;1;23;1
0;3;6,699999809;29;18;1;4;1;0;0;1;23;1
1;3;5,300000191;39;16;1;3;1;0;0;0;10;1
0;3;5,300000191;36;16;1;4;1;0;0;0;10;1
0;3;5,300000191;38;16;0;1;1;0;0;0;10;1
0;3;5,300000191;32;7;1;5;1;0;0;0;10;1
0;3;5,300000191;27;3;0;1;1;0;0;0;10;1
0;3;5,300000191;33;13;0;2;0;0;0;0;10;1
0;3;5,300000191;29;12;1;4;1;0;0;0;10;1
0;3;5,300000191;54;15;1;8;0;0;0;0;10;1
0;3;5,300000191;28;12;1;2;1;0;0;0;10;1
1;3;5,300000191;40;12;1;4;1;0;0;0;10;1
0;3;5,300000191;44;15;1;2;1;0;0;0;10;1
0;3;5,300000191;35;12;1;3;1;0;0;0;10;1
0;3;5,300000191;30;12;1;4;1;0;0;0;10;1
0;3;5,300000191;31;16;1;1;1;0;0;0;10;1
0;3;5,300000191;32;16;1;5;1;0;0;0;10;1
0;3;5,300000191;37;12;0;1;1;0;0;0;10;1
0;3;5,300000191;36;13;1;4;1;0;0;0;10;1
0;3;5,300000191;56;3;0;1;0;0;0;0;10;1
0;3;5,300000191;31;16;1;5;1;0;0;0;10;1
0;3;6;31;12;1;4;1;0;1;0;14;1
0;3;6;30;12;1;5;1;0;1;0;14;1
0;3;6;35;13;1;2;1;0;1;0;14;1
0;3;6;29;11;1;4;1;0;1;0;14;1
0;3;6;39;13;1;4;1;0;1;0;14;1
0;3;6;57;12;1;3;1;0;1;0;14;1
0;3;6;37;12;1;4;1;0;1;0;14;1
0;3;6;57;12;1;2;1;0;1;0;14;1
0;3;6;33;12;1;4;1;0;1;0;14;1
1;3;6;39;13;1;4;1;0;1;0;14;1
0;1;6;58;10;1;2;1;0;1;0;14;0
0;3;6;29;12;0;3;0;0;1;0;14;1
0;3;6;39;16;1;4;1;0;1;0;14;1
0;3;6;49;12;1;1;1;0;1;0;14;1
1;3;6;36;14;1;2;1;0;1;0;14;1
1;1;6;56;16;1;1;1;0;1;0;14;0
0;3;6;34;18;1;2;1;0;1;0;14;1
0;3;6;37;18;0;1;1;0;1;0;14;1
0;3;6;27;12;1;4;1;0;1;0;14;1
0;3;6;36;15;1;5;1;0;1;0;14;1
0;3;6;26;9;0;1;0;0;1;0;14;1
0;3;6;39;13;1;2;1;0;1;0;14;1
0;3;6;37;16;1;3;1;0;1;0;14;1
0;3;6;42;18;1;5;1;0;1;0;14;1
0;3;6;36;18;1;2;1;0;1;0;14;1
0;3;6;35;15;0;1;1;0;1;0;14;1
0;3;6;28;12;1;1;1;0;1;0;14;1
0;3;6;38;12;1;5;1;0;1;0;14;1
0;3;6;50;10;1;4;1;0;1;0;14;1
0;3;6;43;12;1;1;0;0;1;0;14;1
1;3;6;39;14;0;1;1;0;1;0;14;1
0;3;5,300000191;32;18;1;4;1;0;1;0;10,5;1
0;3;5,300000191;44;12;1;2;1;0;1;0;10,5;1
0;3;5,300000191;34;12;1;4;1;0;1;0;10,5;1
0;3;5,300000191;40;12;1;4;1;0;1;0;10,5;1
0;3;5,300000191;54;12;1;2;1;0;1;0;10,5;1
1;3;5,300000191;39;12;1;1;1;0;1;0;10,5;1
0;3;5,300000191;36;14;1;3;1;0;1;0;10,5;1
0;3;3,200000048;35;14;1;3;0;0;0;0;30;1
0;3;3,200000048;27;12;0;1;0;0;0;0;30;1
0;1;3,299999952;55;12;1;3;1;1;0;0;26;0
0;3;3;45;12;1;2;1;1;0;0;26;1
0;3;10,89999962;27;12;1;3;1;0;0;1;16;1
0;3;10,89999962;42;12;1;5;1;0;0;1;16;1
0;3;10,89999962;35;16;1;3;1;0;0;1;16;1
0;3;10,89999962;46;12;1;2;1;0;0;1;16;1
0;3;10,89999962;25;12;1;1;1;0;0;1;16;1
0;3;10,89999962;48;10;1;1;0;0;0;1;16;1
0;3;10,89999962;46;11;1;2;0;0;0;1;16;1
0;3;10,89999962;37;12;1;5;0;0;0;1;16;1
0;3;10,89999962;28;16;1;2;1;0;0;1;16;1
0;3;10,89999962;38;18;0;1;1;0;0;1;16;1
0;3;10,89999962;31;18;1;2;1;0;0;1;16;1
1;3;10,89999962;43;15;1;3;0;0;0;1;16;1
0;3;10,89999962;36;11;0;5;0;0;0;1;16;1
1;3;10,89999962;49;14;1;4;1;0;0;1;16;1
1;1;10,89999962;40;12;1;3;1;0;0;1;16;0
0;3;10,89999962;45;16;1;1;1;0;0;1;16;1
